Respondent_ID,Age,Gender,Region,Segment,Primary_Passion,Secondary_Passion,Key_Behavior_1,Key_Behavior_2,Social_Media_Hours_Day,Online_Shopping_Month,Avg_Order_Value,Brand_Switches_Year,Influencer_Trust,Sustainability_Score,Price_Sensitivity,Quality_Willingness_Pay,Experience_Over_Things,TikTok_User,Instagram_User,YouTube_Hours_Week,Podcast_Listener,Traditional_TV,Fast_Fashion_Buyer,Resale_Platform_User,Subscription_Services,Impulse_Buyer_Score
GZ00367,24,Non-binary,Saskatchewan,Experience Seekers,Travel,Music Festivals,Spend on experiences,FOMO-driven,5.6,8,68.03,11,1,3,3,4,3,1,0,8.1,1,1,0,1,5,4
GZ00368,24,Female,Manitoba,Wellness Focused,Mental Health,Mental Health,Premium health products,Self-care priority,6.4,13,73.59,0,5,3,2,4,3,0,1,21.0,1,0,0,1,5,2
GZ00369,25,Female,Ontario,Creative Expressors,Art,Music,Brand as identity,Unique purchases,2.6,12,68.37,2,3,4,3,5,2,0,1,26.9,1,0,1,0,3,1
GZ00370,25,Non-binary,British Columbia,Eco Warriors,Environment,Sustainability,Buy sustainable,Conscious consumption,4.9,18,81.81,2,4,1,5,4,3,1,1,18.9,1,0,1,0,5,2
GZ00371,25,Non-binary,Ontario,Wellness Focused,Mindfulness,Mindfulness,Premium health products,Self-care priority,3.8,5,113.29,9,5,2,3,4,5,0,0,9.2,1,0,0,0,0,3
GZ00372,20,Male,Alberta,Digital Natives,Streaming,Streaming,High online shopping,Influencer-driven,6.0,12,48.13,8,1,4,2,2,1,0,1,7.5,1,1,0,0,1,4
GZ00373,18,Male,Quebec,Wellness Focused,Mental Health,Mental Health,Premium health products,Self-care priority,7.7,14,122.36,4,2,3,5,3,4,0,0,24.5,0,1,0,0,2,3
GZ00374,24,Female,Alberta,Digital Natives,Gaming,Tech,High online shopping,Influencer-driven,3.2,14,83.71,6,4,2,3,5,2,0,0,11.7,0,1,0,0,2,5
GZ00375,21,Male,British Columbia,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,3.2,2,199.46,8,3,5,1,3,4,1,1,26.2,0,1,0,1,4,1
GZ00376,18,Non-binary,Saskatchewan,Experience Seekers,Adventure,Adventure,Spend on experiences,FOMO-driven,3.6,4,33.55,5,3,1,2,3,1,0,0,17.8,0,1,0,0,4,1
GZ00377,19,Non-binary,Ontario,Eco Warriors,Sustainability,Environment,Buy sustainable,Conscious consumption,6.6,4,44.65,3,5,4,2,4,3,1,0,6.9,1,1,1,1,0,5
GZ00378,25,Non-binary,Saskatchewan,Experience Seekers,Music Festivals,Food,Spend on experiences,FOMO-driven,4.5,13,160.84,7,2,2,2,2,4,1,1,15.0,0,1,0,1,2,5
GZ00379,23,Female,British Columbia,Experience Seekers,Food,Food,Spend on experiences,FOMO-driven,7.4,3,106.92,13,1,2,5,5,1,0,1,17.9,1,0,1,1,6,4
GZ00380,21,Female,Territories,Creative Expressors,Self-Expression,Fashion,Brand as identity,Unique purchases,5.7,5,84.29,10,2,2,5,1,2,0,1,9.2,0,1,1,1,2,3
GZ00381,20,Female,Territories,Wellness Focused,Fitness,Mindfulness,Premium health products,Self-care priority,7.1,14,148.97,0,3,2,1,4,3,0,0,16.6,1,0,1,0,1,3
GZ00382,24,Non-binary,Ontario,Wellness Focused,Mental Health,Mental Health,Premium health products,Self-care priority,2.3,4,84.11,12,5,2,3,2,2,1,0,15.4,1,1,0,1,3,5
GZ00383,25,Male,Saskatchewan,Digital Natives,Social Media,Tech,High online shopping,Influencer-driven,4.0,15,155.41,8,4,2,5,1,1,0,1,26.1,0,1,1,1,2,2
GZ00384,22,Non-binary,Ontario,Side Hustlers,Finance,Entrepreneurship,Value-conscious,ROI-focused,5.1,19,169.08,4,2,1,3,3,3,1,1,29.4,1,1,1,0,7,1
GZ00385,19,Female,Alberta,Eco Warriors,Sustainability,Environment,Buy sustainable,Conscious consumption,5.9,9,95.46,4,2,4,4,3,1,1,0,11.7,1,0,1,1,4,1
GZ00386,18,Female,Ontario,Digital Natives,Gaming,Gaming,High online shopping,Influencer-driven,2.3,9,177.84,1,4,3,4,5,1,1,0,27.4,1,0,0,1,1,5
GZ00387,23,Non-binary,Atlantic,Digital Natives,Tech,Gaming,High online shopping,Influencer-driven,5.1,11,129.6,13,3,1,5,4,3,1,0,16.0,0,1,1,0,3,4
GZ00388,24,Male,Territories,Creative Expressors,Fashion,Art,Brand as identity,Unique purchases,6.3,15,104.66,0,3,4,5,4,2,1,0,30.0,0,1,1,1,2,2
GZ00389,22,Female,Territories,Side Hustlers,Finance,Personal Growth,Value-conscious,ROI-focused,4.9,16,188.13,7,4,4,4,1,2,1,0,22.3,0,1,0,0,1,1
GZ00390,22,Non-binary,Ontario,Digital Natives,Gaming,Tech,High online shopping,Influencer-driven,2.4,3,92.75,0,5,4,3,5,5,0,0,19.6,1,1,0,0,5,2
GZ00391,20,Female,Ontario,Digital Natives,Social Media,Streaming,High online shopping,Influencer-driven,7.4,4,139.14,2,1,5,4,2,1,1,1,27.7,0,0,0,0,5,2
GZ00392,18,Male,British Columbia,Digital Natives,Tech,Streaming,High online shopping,Influencer-driven,7.6,19,194.57,8,3,1,4,4,3,1,1,10.9,1,1,0,1,6,1
GZ00393,24,Non-binary,Territories,Experience Seekers,Food,Food,Spend on experiences,FOMO-driven,5.8,16,144.29,8,4,3,3,5,3,0,1,19.3,0,1,1,0,1,2
GZ00394,21,Female,Quebec,Digital Natives,Tech,Streaming,High online shopping,Influencer-driven,4.4,13,58.02,2,4,2,1,1,2,0,1,15.1,0,1,1,0,6,2
GZ00395,23,Female,Quebec,Creative Expressors,Music,Music,Brand as identity,Unique purchases,4.2,12,167.24,10,3,2,5,3,3,1,0,12.4,1,1,1,1,4,3
GZ00396,22,Non-binary,Quebec,Wellness Focused,Mindfulness,Fitness,Premium health products,Self-care priority,4.8,4,189.4,2,2,1,1,1,2,1,1,28.0,1,0,1,1,7,5
GZ00397,21,Non-binary,Ontario,Side Hustlers,Personal Growth,Personal Growth,Value-conscious,ROI-focused,5.7,14,126.57,5,1,1,5,5,4,1,0,22.4,1,1,0,0,5,3
GZ00398,23,Female,Atlantic,Eco Warriors,Environment,Organic Food,Buy sustainable,Conscious consumption,3.5,7,122.79,0,5,2,1,4,2,0,1,26.5,1,1,1,1,2,4
GZ00399,18,Non-binary,Atlantic,Digital Natives,Social Media,Social Media,High online shopping,Influencer-driven,2.9,6,136.25,12,1,3,3,5,1,1,1,9.9,0,1,0,1,2,1
GZ00400,24,Non-binary,Quebec,Creative Expressors,Art,Art,Brand as identity,Unique purchases,6.9,14,106.01,13,4,3,1,3,3,0,0,22.6,1,0,1,1,1,5
GZ00401,20,Female,Saskatchewan,Creative Expressors,Music,Music,Brand as identity,Unique purchases,5.8,8,188.62,2,3,5,2,3,4,0,0,18.6,1,1,0,0,2,1
GZ00402,22,Non-binary,Territories,Digital Natives,Social Media,Streaming,High online shopping,Influencer-driven,5.4,16,107.0,10,1,5,4,1,3,0,0,16.8,0,0,1,1,4,2
GZ00403,22,Female,Territories,Eco Warriors,Environment,Sustainability,Buy sustainable,Conscious consumption,6.9,9,187.45,2,3,1,1,5,1,1,1,14.4,1,0,1,0,0,1
GZ00404,18,Non-binary,British Columbia,Creative Expressors,Art,Fashion,Brand as identity,Unique purchases,2.6,16,158.08,0,4,5,3,5,3,1,1,15.4,1,1,1,1,6,5
GZ00405,20,Female,British Columbia,Digital Natives,Social Media,Tech,High online shopping,Influencer-driven,6.7,2,157.45,11,5,4,4,5,4,0,1,26.8,1,1,0,0,6,4
GZ00406,19,Female,Quebec,Experience Seekers,Adventure,Music Festivals,Spend on experiences,FOMO-driven,8.0,6,86.36,4,3,5,1,3,5,1,1,16.9,0,1,1,0,4,2
GZ00407,19,Male,Atlantic,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,6.4,13,87.53,7,5,1,2,3,3,1,1,24.4,1,1,1,1,5,1
GZ00408,19,Non-binary,Manitoba,Experience Seekers,Adventure,Food,Spend on experiences,FOMO-driven,5.4,4,110.15,5,5,2,5,1,5,0,0,8.6,1,0,0,0,2,5
GZ00409,24,Non-binary,Alberta,Creative Expressors,Self-Expression,Art,Brand as identity,Unique purchases,2.4,14,105.51,14,5,3,4,3,4,1,1,10.6,0,1,1,0,5,5
GZ00410,21,Non-binary,Alberta,Creative Expressors,Fashion,Self-Expression,Brand as identity,Unique purchases,5.9,13,81.29,4,3,5,1,4,5,0,0,14.9,0,0,1,1,0,4
GZ00411,22,Female,Alberta,Experience Seekers,Adventure,Food,Spend on experiences,FOMO-driven,6.9,4,182.27,7,4,4,1,2,3,1,0,8.2,0,1,1,1,0,5
GZ00412,22,Non-binary,British Columbia,Eco Warriors,Environment,Sustainability,Buy sustainable,Conscious consumption,4.4,7,116.47,1,5,3,3,5,4,1,0,13.1,1,1,1,0,5,1
GZ00413,19,Male,Quebec,Experience Seekers,Adventure,Travel,Spend on experiences,FOMO-driven,7.6,11,61.21,6,3,5,5,5,4,0,0,16.8,1,1,0,0,2,2
GZ00414,25,Male,Territories,Digital Natives,Social Media,Tech,High online shopping,Influencer-driven,3.4,11,34.99,5,5,2,2,2,1,0,1,10.8,0,1,1,1,2,3
GZ00415,19,Female,Alberta,Experience Seekers,Travel,Travel,Spend on experiences,FOMO-driven,4.0,14,38.66,4,5,3,4,2,3,0,0,16.4,0,0,1,0,2,3
GZ00416,25,Female,Ontario,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,6.9,18,172.11,14,3,4,5,1,1,0,1,21.6,1,1,1,1,4,5
GZ00417,25,Male,Saskatchewan,Wellness Focused,Mindfulness,Nutrition,Premium health products,Self-care priority,5.2,4,57.05,6,3,1,5,2,5,1,0,25.5,0,0,0,1,3,5
GZ00418,22,Male,British Columbia,Eco Warriors,Activism,Activism,Buy sustainable,Conscious consumption,6.6,12,199.66,7,1,4,4,2,4,0,1,13.3,1,1,1,0,0,2
GZ00419,18,Non-binary,British Columbia,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,2.9,4,41.72,5,4,2,4,1,3,0,1,24.1,0,0,0,0,6,5
GZ00420,18,Male,British Columbia,Creative Expressors,Self-Expression,Art,Brand as identity,Unique purchases,6.1,10,95.52,14,5,5,3,3,5,0,0,17.5,0,0,0,1,2,4
GZ00421,20,Non-binary,Atlantic,Wellness Focused,Nutrition,Mental Health,Premium health products,Self-care priority,6.6,14,93.59,14,2,3,3,5,4,1,1,10.9,1,0,1,1,6,4
GZ00422,20,Female,British Columbia,Eco Warriors,Activism,Activism,Buy sustainable,Conscious consumption,6.1,4,89.34,10,3,4,3,3,4,0,0,9.9,0,0,1,1,7,3
GZ00423,22,Male,Manitoba,Side Hustlers,Learning,Entrepreneurship,Value-conscious,ROI-focused,6.9,7,86.05,1,1,2,1,2,2,0,1,28.7,0,0,0,1,4,2
GZ00424,24,Non-binary,Saskatchewan,Creative Expressors,Fashion,Self-Expression,Brand as identity,Unique purchases,3.1,12,144.46,2,3,1,1,3,2,0,1,24.8,1,0,0,0,6,1
GZ00425,21,Female,Ontario,Wellness Focused,Fitness,Nutrition,Premium health products,Self-care priority,4.5,9,93.3,13,5,4,3,5,4,1,0,23.1,1,1,1,0,7,3
GZ00426,25,Male,Territories,Digital Natives,Social Media,Social Media,High online shopping,Influencer-driven,4.4,11,132.41,0,5,4,4,3,5,0,1,14.0,1,0,1,0,4,5
GZ00427,19,Male,British Columbia,Experience Seekers,Food,Food,Spend on experiences,FOMO-driven,3.8,4,111.76,6,1,2,3,1,2,1,1,29.7,1,0,1,1,0,3
GZ00428,18,Male,Manitoba,Creative Expressors,Art,Art,Brand as identity,Unique purchases,5.6,16,147.49,14,3,1,4,5,4,1,1,8.4,0,1,1,1,2,3
GZ00429,18,Non-binary,Territories,Wellness Focused,Mental Health,Mindfulness,Premium health products,Self-care priority,6.5,14,115.24,10,4,2,5,1,1,1,1,18.8,0,1,1,1,0,3
GZ00430,23,Non-binary,Atlantic,Creative Expressors,Self-Expression,Music,Brand as identity,Unique purchases,6.4,18,70.81,7,2,2,5,2,2,0,0,11.1,0,0,0,1,1,5
GZ00431,20,Non-binary,Saskatchewan,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,3.4,8,94.65,6,2,5,5,4,5,1,0,11.9,0,1,0,0,0,1
GZ00432,24,Non-binary,Manitoba,Creative Expressors,Fashion,Fashion,Brand as identity,Unique purchases,4.1,4,159.07,7,1,5,4,1,3,0,1,24.7,1,0,1,1,2,2
GZ00433,23,Non-binary,Saskatchewan,Digital Natives,Social Media,Gaming,High online shopping,Influencer-driven,5.0,5,102.72,9,5,1,1,1,4,0,0,28.8,0,0,0,0,2,1
GZ00434,22,Male,Alberta,Creative Expressors,Self-Expression,Art,Brand as identity,Unique purchases,3.3,17,79.56,12,2,2,2,1,2,1,0,28.0,0,0,1,1,0,3
GZ00435,25,Non-binary,Ontario,Side Hustlers,Personal Growth,Entrepreneurship,Value-conscious,ROI-focused,3.8,19,88.37,9,4,5,5,4,3,0,0,16.6,0,1,0,0,5,1
GZ00436,19,Female,Alberta,Wellness Focused,Nutrition,Mindfulness,Premium health products,Self-care priority,2.2,2,133.43,14,4,5,5,4,3,1,0,7.8,0,1,1,0,0,2
GZ00437,23,Female,Quebec,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,4.3,8,50.21,1,4,2,4,2,4,1,1,28.0,1,1,1,1,7,2
GZ00438,24,Female,Saskatchewan,Wellness Focused,Nutrition,Nutrition,Premium health products,Self-care priority,7.2,9,121.11,14,1,4,3,4,2,0,1,19.6,1,0,1,0,4,3
GZ00439,21,Non-binary,Quebec,Side Hustlers,Learning,Entrepreneurship,Value-conscious,ROI-focused,3.3,19,161.29,0,3,4,1,2,5,1,1,22.5,1,0,0,1,2,4
GZ00440,25,Non-binary,Saskatchewan,Eco Warriors,Environment,Organic Food,Buy sustainable,Conscious consumption,7.7,9,65.31,8,5,3,1,5,5,0,0,15.5,1,0,0,1,1,3
GZ00441,21,Female,Quebec,Creative Expressors,Art,Music,Brand as identity,Unique purchases,2.5,4,112.48,8,2,2,2,2,5,0,1,29.9,1,1,1,1,2,2
GZ00442,20,Male,Ontario,Experience Seekers,Music Festivals,Travel,Spend on experiences,FOMO-driven,2.5,16,133.64,3,2,5,4,5,3,0,1,17.7,1,1,1,0,4,4
GZ00443,22,Non-binary,British Columbia,Digital Natives,Streaming,Gaming,High online shopping,Influencer-driven,3.3,18,122.29,0,3,3,1,1,4,0,1,19.8,0,0,0,0,4,5
GZ00444,24,Female,Manitoba,Creative Expressors,Art,Music,Brand as identity,Unique purchases,2.5,11,113.59,5,3,4,1,3,5,0,1,29.2,0,1,0,1,1,2
GZ00445,21,Male,Quebec,Digital Natives,Gaming,Streaming,High online shopping,Influencer-driven,6.7,10,137.14,14,2,2,1,4,5,0,1,21.1,1,1,0,0,2,4
GZ00446,24,Female,Manitoba,Experience Seekers,Travel,Music Festivals,Spend on experiences,FOMO-driven,4.4,2,181.98,7,5,3,2,5,3,0,0,27.3,1,1,1,0,7,4
GZ00447,24,Non-binary,Quebec,Digital Natives,Gaming,Social Media,High online shopping,Influencer-driven,4.7,2,187.14,4,2,4,3,1,4,1,0,19.0,1,1,1,0,5,5
GZ00448,20,Male,Atlantic,Eco Warriors,Environment,Activism,Buy sustainable,Conscious consumption,4.2,8,93.65,5,2,3,2,4,3,1,1,20.9,0,0,1,0,2,2
GZ00449,18,Male,Quebec,Experience Seekers,Travel,Music Festivals,Spend on experiences,FOMO-driven,3.8,16,67.94,7,4,5,3,2,1,0,0,12.6,0,0,0,0,5,5
GZ00450,19,Male,Manitoba,Digital Natives,Streaming,Gaming,High online shopping,Influencer-driven,5.3,6,57.1,10,5,3,2,5,5,0,0,29.7,0,1,1,1,1,3
GZ00451,20,Male,Alberta,Experience Seekers,Travel,Travel,Spend on experiences,FOMO-driven,2.7,16,38.16,3,2,1,5,1,2,0,0,10.6,0,0,0,1,2,3
GZ00452,24,Non-binary,Alberta,Wellness Focused,Fitness,Mindfulness,Premium health products,Self-care priority,8.0,19,48.04,6,4,1,3,5,5,0,0,10.7,1,1,1,0,0,1
GZ00453,20,Non-binary,Quebec,Experience Seekers,Adventure,Travel,Spend on experiences,FOMO-driven,5.5,19,166.16,0,2,1,5,5,1,0,0,27.1,0,0,1,1,4,5
GZ00454,20,Female,Ontario,Digital Natives,Gaming,Social Media,High online shopping,Influencer-driven,2.5,2,164.24,7,3,1,3,4,1,0,0,25.9,0,0,1,1,0,2
GZ00455,23,Female,Atlantic,Side Hustlers,Entrepreneurship,Learning,Value-conscious,ROI-focused,5.8,17,131.3,3,2,3,3,1,1,0,1,9.5,1,1,1,0,6,1
GZ00456,20,Female,Territories,Creative Expressors,Fashion,Music,Brand as identity,Unique purchases,2.3,5,173.0,7,2,1,1,2,2,1,1,29.1,0,0,0,1,1,3
GZ00457,18,Male,Quebec,Creative Expressors,Self-Expression,Art,Brand as identity,Unique purchases,5.9,11,39.29,11,3,5,3,2,4,0,1,23.4,0,0,0,1,3,3
GZ00458,19,Female,Ontario,Creative Expressors,Music,Self-Expression,Brand as identity,Unique purchases,7.8,4,135.29,7,3,4,1,2,5,0,0,13.9,1,1,1,0,1,1
GZ00459,24,Female,Manitoba,Digital Natives,Tech,Tech,High online shopping,Influencer-driven,5.4,16,186.41,5,2,2,4,5,5,1,0,25.1,0,0,0,1,5,3
GZ00460,21,Male,Territories,Digital Natives,Gaming,Streaming,High online shopping,Influencer-driven,3.0,7,180.84,13,4,2,2,1,4,0,0,9.9,1,0,1,0,1,5
GZ00461,22,Female,Alberta,Side Hustlers,Finance,Finance,Value-conscious,ROI-focused,6.6,13,44.59,13,1,5,3,4,3,0,1,18.2,0,0,1,1,3,4
GZ00462,19,Female,Manitoba,Side Hustlers,Personal Growth,Finance,Value-conscious,ROI-focused,4.1,18,151.86,7,3,2,4,2,4,0,0,11.7,1,1,0,1,7,3
GZ00463,19,Male,Saskatchewan,Eco Warriors,Environment,Organic Food,Buy sustainable,Conscious consumption,5.9,13,182.7,10,1,2,3,4,1,1,1,14.5,1,1,0,0,4,5
GZ00464,19,Male,Atlantic,Side Hustlers,Entrepreneurship,Finance,Value-conscious,ROI-focused,7.9,2,57.29,7,3,5,2,4,1,1,0,8.7,0,1,1,0,2,3
GZ00465,20,Non-binary,Territories,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,3.0,9,55.26,13,2,1,2,1,1,0,0,24.1,0,0,0,1,2,5
GZ00466,25,Male,Atlantic,Creative Expressors,Fashion,Self-Expression,Brand as identity,Unique purchases,6.8,19,135.25,14,5,5,5,4,5,1,1,13.3,1,1,1,1,5,5
GZ00467,22,Female,Manitoba,Creative Expressors,Art,Self-Expression,Brand as identity,Unique purchases,2.0,11,66.49,12,1,1,4,2,4,0,1,21.8,0,0,0,1,1,3
GZ00468,24,Male,Territories,Eco Warriors,Organic Food,Organic Food,Buy sustainable,Conscious consumption,7.2,14,89.47,0,2,3,5,5,4,0,1,23.7,1,1,0,0,0,3
GZ00469,21,Female,Manitoba,Experience Seekers,Travel,Travel,Spend on experiences,FOMO-driven,4.5,3,30.38,6,2,2,4,2,2,0,1,12.9,1,0,1,1,4,5
GZ00470,23,Non-binary,Quebec,Eco Warriors,Organic Food,Environment,Buy sustainable,Conscious consumption,6.2,4,134.01,7,4,5,2,4,4,1,0,23.8,0,1,1,0,2,5
GZ00471,22,Female,Atlantic,Digital Natives,Gaming,Social Media,High online shopping,Influencer-driven,2.7,19,181.18,4,3,5,3,4,3,1,0,25.0,0,0,1,0,2,3
GZ00472,25,Female,Saskatchewan,Experience Seekers,Food,Adventure,Spend on experiences,FOMO-driven,3.3,6,151.93,2,2,2,5,5,4,1,1,23.9,0,1,0,1,2,2
GZ00473,18,Female,Alberta,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,5.8,4,130.25,5,3,5,3,1,4,0,1,27.8,0,0,1,1,0,2
GZ00474,18,Non-binary,Saskatchewan,Creative Expressors,Fashion,Fashion,Brand as identity,Unique purchases,6.3,11,128.34,12,5,4,3,2,2,1,1,15.8,1,0,0,0,2,2
GZ00475,24,Male,Quebec,Digital Natives,Tech,Social Media,High online shopping,Influencer-driven,3.6,10,139.25,1,1,5,1,2,2,0,1,21.6,0,0,1,1,5,5
GZ00476,24,Non-binary,British Columbia,Experience Seekers,Travel,Adventure,Spend on experiences,FOMO-driven,3.3,9,53.36,5,3,4,2,3,3,0,1,19.7,0,1,0,1,6,3
GZ00477,25,Non-binary,Territories,Creative Expressors,Art,Music,Brand as identity,Unique purchases,5.7,2,158.93,5,3,3,1,3,2,1,0,17.7,0,1,1,0,2,3
GZ00478,20,Male,Quebec,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,2.6,16,189.24,7,1,4,2,2,1,1,0,9.7,0,1,1,1,0,2
GZ00479,20,Non-binary,Territories,Eco Warriors,Activism,Sustainability,Buy sustainable,Conscious consumption,2.6,2,134.57,3,1,3,1,3,2,0,1,21.9,0,1,1,1,6,1
GZ00480,22,Male,Manitoba,Creative Expressors,Music,Fashion,Brand as identity,Unique purchases,2.3,12,76.11,5,3,4,1,5,2,1,1,25.1,1,1,1,1,5,2
GZ00481,18,Male,Territories,Eco Warriors,Organic Food,Activism,Buy sustainable,Conscious consumption,6.2,9,80.65,9,2,4,4,1,1,0,1,15.1,1,0,0,0,4,1
GZ00482,18,Female,Quebec,Digital Natives,Tech,Social Media,High online shopping,Influencer-driven,7.5,17,98.12,14,2,5,2,2,2,1,1,14.7,1,1,1,0,5,2
GZ00483,25,Female,Quebec,Eco Warriors,Activism,Environment,Buy sustainable,Conscious consumption,2.5,16,76.85,1,5,1,4,2,3,0,0,14.5,1,1,1,0,7,5
GZ00484,22,Non-binary,Ontario,Creative Expressors,Art,Art,Brand as identity,Unique purchases,4.6,7,32.95,10,1,2,2,3,3,1,0,29.9,1,0,0,1,1,5
GZ00485,24,Non-binary,Saskatchewan,Creative Expressors,Self-Expression,Self-Expression,Brand as identity,Unique purchases,3.3,10,129.07,5,2,5,2,1,4,0,0,24.2,0,1,1,1,0,1
GZ00486,20,Non-binary,Manitoba,Digital Natives,Social Media,Social Media,High online shopping,Influencer-driven,4.1,13,147.68,8,2,3,4,2,4,1,1,7.4,0,0,0,1,3,2
GZ00487,25,Non-binary,Territories,Eco Warriors,Organic Food,Activism,Buy sustainable,Conscious consumption,6.9,13,92.22,11,4,2,4,5,1,1,0,21.0,0,0,0,1,6,2
GZ00488,24,Female,Manitoba,Experience Seekers,Adventure,Adventure,Spend on experiences,FOMO-driven,7.0,9,90.31,8,5,5,2,1,1,0,0,22.7,1,0,0,1,5,4
GZ00489,18,Non-binary,Manitoba,Digital Natives,Gaming,Gaming,High online shopping,Influencer-driven,7.8,8,175.35,13,2,2,4,4,1,1,0,9.3,0,1,0,0,1,1
GZ00490,25,Female,Manitoba,Experience Seekers,Food,Adventure,Spend on experiences,FOMO-driven,6.9,13,153.6,0,3,2,5,3,1,0,0,15.4,0,0,1,1,7,4
GZ00491,20,Male,Manitoba,Experience Seekers,Adventure,Music Festivals,Spend on experiences,FOMO-driven,6.6,16,79.81,10,4,3,1,5,5,1,0,28.3,0,1,1,1,5,4
GZ00492,25,Non-binary,Territories,Side Hustlers,Learning,Entrepreneurship,Value-conscious,ROI-focused,5.5,16,82.5,1,5,4,5,5,2,0,1,10.6,0,0,1,0,4,3
GZ00493,20,Female,Quebec,Eco Warriors,Environment,Sustainability,Buy sustainable,Conscious consumption,2.8,19,139.13,6,5,4,2,5,5,0,0,14.6,0,1,1,0,4,2
GZ00494,20,Female,Atlantic,Side Hustlers,Learning,Entrepreneurship,Value-conscious,ROI-focused,2.4,16,95.42,8,3,4,5,2,2,0,1,6.1,1,0,0,1,3,2
GZ00495,23,Male,Atlantic,Wellness Focused,Nutrition,Mindfulness,Premium health products,Self-care priority,6.3,12,134.94,7,5,4,4,1,5,0,0,6.6,0,0,0,1,0,5
GZ00496,22,Non-binary,Ontario,Digital Natives,Tech,Gaming,High online shopping,Influencer-driven,5.1,18,108.54,14,5,2,5,3,2,0,1,7.9,0,1,1,0,5,1
GZ00497,23,Male,Territories,Eco Warriors,Sustainability,Environment,Buy sustainable,Conscious consumption,3.8,10,120.36,8,3,2,3,3,2,1,1,9.4,0,1,1,1,2,2
GZ00498,20,Female,Atlantic,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,3.5,19,168.54,8,1,4,3,3,2,1,0,22.7,1,1,1,1,1,5
GZ00499,20,Female,Territories,Wellness Focused,Mental Health,Mindfulness,Premium health products,Self-care priority,2.1,6,83.47,4,2,3,3,1,3,1,1,17.5,1,1,0,0,4,5
GZ00500,19,Male,Territories,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,5.4,12,181.72,4,2,5,1,3,3,1,1,29.8,0,0,0,1,7,2
GZ00501,20,Male,British Columbia,Experience Seekers,Travel,Music Festivals,Spend on experiences,FOMO-driven,3.1,15,125.81,9,1,1,5,3,2,1,0,19.6,1,0,0,0,3,2
GZ00502,24,Non-binary,Atlantic,Eco Warriors,Organic Food,Organic Food,Buy sustainable,Conscious consumption,4.3,14,104.09,11,4,2,1,5,3,0,1,26.1,1,0,0,0,1,5
GZ00503,19,Non-binary,Ontario,Side Hustlers,Learning,Personal Growth,Value-conscious,ROI-focused,4.9,15,145.5,6,2,2,3,1,1,0,1,12.9,0,1,0,1,6,2
GZ00504,21,Female,British Columbia,Side Hustlers,Finance,Personal Growth,Value-conscious,ROI-focused,5.3,17,143.18,0,5,5,4,1,2,1,1,15.8,1,1,0,0,2,1
GZ00505,22,Non-binary,Alberta,Experience Seekers,Adventure,Travel,Spend on experiences,FOMO-driven,6.9,11,192.6,6,3,1,4,1,2,0,1,18.6,0,1,1,0,7,1
GZ00506,24,Male,Territories,Eco Warriors,Activism,Environment,Buy sustainable,Conscious consumption,5.1,18,75.06,0,1,1,2,5,3,0,1,16.7,0,0,1,1,5,5
GZ00507,19,Non-binary,Alberta,Eco Warriors,Activism,Environment,Buy sustainable,Conscious consumption,7.8,7,188.44,1,2,4,3,4,1,0,1,14.9,0,0,1,0,3,2
GZ00508,23,Male,Alberta,Digital Natives,Social Media,Tech,High online shopping,Influencer-driven,2.8,19,49.36,5,4,3,5,4,1,0,0,9.1,1,0,0,1,3,5
GZ00509,24,Male,Territories,Digital Natives,Gaming,Streaming,High online shopping,Influencer-driven,6.5,3,133.68,0,5,5,5,4,2,0,0,29.1,0,0,0,0,6,5
GZ00510,19,Female,Saskatchewan,Side Hustlers,Learning,Entrepreneurship,Value-conscious,ROI-focused,4.3,3,194.18,8,2,5,1,3,3,0,1,26.7,1,0,1,1,6,3
GZ00511,18,Female,Quebec,Eco Warriors,Organic Food,Sustainability,Buy sustainable,Conscious consumption,3.4,17,77.69,12,3,1,4,5,5,1,1,22.8,1,0,1,1,4,2
GZ00512,20,Non-binary,Saskatchewan,Experience Seekers,Food,Food,Spend on experiences,FOMO-driven,6.7,4,148.71,9,2,2,5,5,1,0,0,19.2,1,1,0,1,0,1
GZ00513,22,Non-binary,British Columbia,Side Hustlers,Learning,Personal Growth,Value-conscious,ROI-focused,2.2,5,169.64,14,3,5,4,3,3,0,1,10.4,0,0,1,0,1,4
GZ00514,23,Non-binary,Atlantic,Creative Expressors,Fashion,Music,Brand as identity,Unique purchases,4.8,14,183.03,6,5,2,3,2,2,1,0,28.4,0,0,0,1,1,1
GZ00515,23,Non-binary,Territories,Side Hustlers,Finance,Finance,Value-conscious,ROI-focused,5.5,14,162.47,10,1,1,1,1,4,0,1,6.4,0,0,0,0,1,3
